<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
FIVE;D;20181031;000000;1.559.5000000;1.597.0000000;1.524.0000000;1.539.0000000;115.348
FIVE;D;20181101;000000;1.539.0000000;1.598.5000000;1.513.0000000;1.598.5000000;105.747
FIVE;D;20181102;000000;1.599.5000000;1.655.0000000;1.580.5000000;1.614.5000000;88.262
FIVE;D;20181106;000000;1.618.5000000;1.642.5000000;1.600.0000000;1.629.5000000;49.551
FIVE;D;20181107;000000;1.633.0000000;1.663.5000000;1.613.5000000;1.640.0000000;74.184
FIVE;D;20181108;000000;1.636.0000000;1.657.5000000;1.610.0000000;1.610.0000000;49.827
FIVE;D;20181109;000000;1.608.0000000;1.629.5000000;1.563.0000000;1.610.5000000;101.080
FIVE;D;20181112;000000;1.614.0000000;1.626.0000000;1.560.5000000;1.577.5000000;39.349
FIVE;D;20181113;000000;1.562.0000000;1.615.0000000;1.554.0000000;1.554.0000000;62.197
FIVE;D;20181114;000000;1.560.5000000;1.595.0000000;1.521.0000000;1.535.5000000;75.919
FIVE;D;20181115;000000;1.549.5000000;1.605.0000000;1.532.5000000;1.583.5000000;64.128
FIVE;D;20181116;000000;1.599.5000000;1.600.0000000;1.547.5000000;1.565.0000000;68.198
FIVE;D;20181119;000000;1.549.0000000;1.599.0000000;1.544.5000000;1.558.5000000;51.994
FIVE;D;20181120;000000;1.567.5000000;1.649.5000000;1.495.5000000;1.513.5000000;66.964
FIVE;D;20181121;000000;1.497.5000000;1.564.5000000;1.497.5000000;1.558.5000000;50.969
FIVE;D;20181122;000000;1.535.5000000;1.586.5000000;1.535.0000000;1.583.0000000;41.630
FIVE;D;20181123;000000;1.579.0000000;1.606.5000000;1.551.5000000;1.606.5000000;81.923
FIVE;D;20181126;000000;1.595.0000000;1.629.0000000;1.535.0000000;1.597.0000000;85.403
FIVE;D;20181127;000000;1.590.0000000;1.656.0000000;1.575.5000000;1.656.0000000;60.146
FIVE;D;20181128;000000;1.661.0000000;1.745.0000000;1.655.5000000;1.721.5000000;122.668
FIVE;D;20181129;000000;1.722.0000000;1.795.0000000;1.676.5000000;1.710.0000000;174.556
FIVE;D;20181130;000000;1.768.5000000;1.773.5000000;1.678.0000000;1.725.0000000;263.666
